timestamp;buyer;seller;symbol;currency;price;quantity
0;;;KELP;SEASHELLS;2029.0;13
0;;;KELP;SEASHELLS;2029.0;1
0;;;SQUID_INK;SEASHELLS;2006.0;13
0;;;SQUID_INK;SEASHELLS;2006.0;1
100;;;CROISSANTS;SEASHELLS;4304.0;6
300;;;CROISSANTS;SEASHELLS;4305.0;6
400;;;DJEMBES;SEASHELLS;13452.0;1
400;;;JAMS;SEASHELLS;6671.0;9
500;;;PICNIC_BASKET1;SEASHELLS;59304.0;6
500;;;PICNIC_BASKET2;SEASHELLS;30623.0;6
600;;;CROISSANTS;SEASHELLS;4305.0;8
700;;;PICNIC_BASKET1;SEASHELLS;59304.0;2
700;;;PICNIC_BASKET2;SEASHELLS;30626.0;2
900;;;RAINFOREST_RESIN;SEASHELLS;9992.0;5
1200;;;JAMS;SEASHELLS;6674.0;6
1700;;;KELP;SEASHELLS;2026.0;8
1700;;;SQUID_INK;SEASHELLS;2009.0;8
1800;;;JAMS;SEASHELLS;6673.0;7
1900;;;KELP;SEASHELLS;2026.0;1
1900;;;SQUID_INK;SEASHELLS;2010.0;1
2000;;;DJEMBES;SEASHELLS;13449.0;4
2200;;;CROISSANTS;SEASHELLS;4304.0;6
2400;;;KELP;SEASHELLS;2025.0;1
2400;;;SQUID_INK;SEASHELLS;2009.0;1
2500;;;JAMS;SEASHELLS;6670.0;3
2700;;;CROISSANTS;SEASHELLS;4304.0;9
3000;;;KELP;SEASHELLS;2027.0;1
3000;;;SQUID_INK;SEASHELLS;2011.0;1
3100;;;KELP;SEASHELLS;2023.0;2
3100;;;SQUID_INK;SEASHELLS;2008.0;2
3200;;;JAMS;SEASHELLS;6672.0;9
3200;;;KELP;SEASHELLS;2023.0;2
3200;;;RAINFOREST_RESIN;SEASHELLS;10008.0;1
3200;;;SQUID_INK;SEASHELLS;2005.0;2
3500;;;DJEMBES;SEASHELLS;13447.0;4
3500;;;RAINFOREST_RESIN;SEASHELLS;9992.0;2
3500;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
3600;;;JAMS;SEASHELLS;6671.0;5
3700;;;RAINFOREST_RESIN;SEASHELLS;10008.0;1
3800;;;KELP;SEASHELLS;2023.0;14
3800;;;KELP;SEASHELLS;2023.0;1
3800;;;SQUID_INK;SEASHELLS;2007.0;2
3800;;;SQUID_INK;SEASHELLS;2006.0;1
3800;;;SQUID_INK;SEASHELLS;2007.0;12
3900;;;PICNIC_BASKET1;SEASHELLS;59306.0;1
3900;;;PICNIC_BASKET1;SEASHELLS;59305.0;3
3900;;;PICNIC_BASKET2;SEASHELLS;30615.0;1
3900;;;PICNIC_BASKET2;SEASHELLS;30614.0;3
4000;;;RAINFOREST_RESIN;SEASHELLS;10000.0;1
4100;;;JAMS;SEASHELLS;6671.0;6
4200;;;DJEMBES;SEASHELLS;13449.0;4
4300;;;KELP;SEASHELLS;2025.0;1
4300;;;KELP;SEASHELLS;2023.0;2
4300;;;SQUID_INK;SEASHELLS;2012.0;1
4300;;;SQUID_INK;SEASHELLS;2010.0;2
4400;;;DJEMBES;SEASHELLS;13448.0;1
4500;;;KELP;SEASHELLS;2023.0;1
4500;;;SQUID_INK;SEASHELLS;2010.0;1
4700;;;JAMS;SEASHELLS;6667.0;6
4700;;;KELP;SEASHELLS;2023.0;7
4800;;;KELP;SEASHELLS;2027.0;2
4800;;;SQUID_INK;SEASHELLS;2014.0;2
5100;;;DJEMBES;SEASHELLS;13446.0;2
5200;;;RAINFOREST_RESIN;SEASHELLS;10008.0;2
5300;;;KELP;SEASHELLS;2025.0;1
5300;;;SQUID_INK;SEASHELLS;2016.0;1
5500;;;CROISSANTS;SEASHELLS;4305.0;6
5600;;;JAMS;SEASHELLS;6668.0;9
5700;;;DJEMBES;SEASHELLS;13445.0;3
5700;;;KELP;SEASHELLS;2024.0;1
5700;;;SQUID_INK;SEASHELLS;2011.0;1
5900;;;CROISSANTS;SEASHELLS;4306.0;6
6100;;;JAMS;SEASHELLS;6667.0;6
6100;;;KELP;SEASHELLS;2024.0;1
6100;;;SQUID_INK;SEASHELLS;2016.0;1
6200;;;RAINFOREST_RESIN;SEASHELLS;10008.0;6
6600;;;RAINFOREST_RESIN;SEASHELLS;10000.0;4
6700;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
6800;;;DJEMBES;SEASHELLS;13449.0;5
6900;;;KELP;SEASHELLS;2026.0;1
6900;;;SQUID_INK;SEASHELLS;2021.0;1
7000;;;KELP;SEASHELLS;2027.0;2
7000;;;SQUID_INK;SEASHELLS;2023.0;2
7100;;;RAINFOREST_RESIN;SEASHELLS;9992.0;4
7300;;;KELP;SEASHELLS;2027.0;2
7300;;;SQUID_INK;SEASHELLS;2023.0;2
7400;;;KELP;SEASHELLS;2024.0;1
7400;;;SQUID_INK;SEASHELLS;2021.0;1
7700;;;KELP;SEASHELLS;2024.0;1
7700;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
7700;;;SQUID_INK;SEASHELLS;2013.0;1
7900;;;DJEMBES;SEASHELLS;13447.0;5
7900;;;JAMS;SEASHELLS;6662.0;10
8000;;;CROISSANTS;SEASHELLS;4308.0;7
8000;;;RAINFOREST_RESIN;SEASHELLS;10008.0;4
8100;;;KELP;SEASHELLS;2027.0;1
8100;;;RAINFOREST_RESIN;SEASHELLS;9992.0;6
8100;;;SQUID_INK;SEASHELLS;2017.0;1
8200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;5
8300;;;JAMS;SEASHELLS;6664.0;10
8300;;;RAINFOREST_RESIN;SEASHELLS;9992.0;1
8600;;;DJEMBES;SEASHELLS;13448.0;3
8600;;;KELP;SEASHELLS;2023.0;1
8600;;;SQUID_INK;SEASHELLS;2013.0;1
8700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;5
8800;;;CROISSANTS;SEASHELLS;4303.0;7
8800;;;DJEMBES;SEASHELLS;13448.0;1
8800;;;JAMS;SEASHELLS;6663.0;7
8800;;;JAMS;SEASHELLS;6664.0;7
9100;;;DJEMBES;SEASHELLS;13449.0;4
9100;;;JAMS;SEASHELLS;6665.0;10
9200;;;CROISSANTS;SEASHELLS;4303.0;5
9200;;;CROISSANTS;SEASHELLS;4304.0;7
9200;;;KELP;SEASHELLS;2025.0;1
9200;;;SQUID_INK;SEASHELLS;2020.0;1
9300;;;PICNIC_BASKET1;SEASHELLS;59279.0;1
9300;;;PICNIC_BASKET2;SEASHELLS;30603.0;5
9900;;;RAINFOREST_RESIN;SEASHELLS;10008.0;2
10000;;;CROISSANTS;SEASHELLS;4304.0;5
10000;;;JAMS;SEASHELLS;6668.0;4
10000;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
10100;;;CROISSANTS;SEASHELLS;4304.0;6
10200;;;DJEMBES;SEASHELLS;13450.0;2
10200;;;PICNIC_BASKET1;SEASHELLS;59292.0;2
10200;;;PICNIC_BASKET1;SEASHELLS;59292.0;4
10200;;;PICNIC_BASKET1;SEASHELLS;59293.0;5
10200;;;PICNIC_BASKET2;SEASHELLS;30610.0;2
10200;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
10300;;;DJEMBES;SEASHELLS;13450.0;2
10300;;;KELP;SEASHELLS;2024.0;1
10300;;;SQUID_INK;SEASHELLS;2021.0;1
10400;;;CROISSANTS;SEASHELLS;4303.0;3
10500;;;DJEMBES;SEASHELLS;13451.0;1
10700;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
10800;;;RAINFOREST_RESIN;SEASHELLS;10008.0;5
11100;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
11200;;;DJEMBES;SEASHELLS;13450.0;2
11300;;;KELP;SEASHELLS;2022.0;3
11300;;;SQUID_INK;SEASHELLS;2013.0;3
11400;;;KELP;SEASHELLS;2022.0;2
11400;;;SQUID_INK;SEASHELLS;2014.0;2
11700;;;KELP;SEASHELLS;2023.0;2
11700;;;SQUID_INK;SEASHELLS;2014.0;2
11800;;;KELP;SEASHELLS;2025.0;1
11800;;;SQUID_INK;SEASHELLS;2015.0;1
11800;;;SQUID_INK;SEASHELLS;2014.0;4
12200;;;DJEMBES;SEASHELLS;13450.0;2
12200;;;JAMS;SEASHELLS;6668.0;7
12200;;;PICNIC_BASKET1;SEASHELLS;59300.0;1
12200;;;PICNIC_BASKET2;SEASHELLS;30615.0;1
12400;;;CROISSANTS;SEASHELLS;4304.0;8
12400;;;KELP;SEASHELLS;2026.0;15
12400;;;SQUID_INK;SEASHELLS;2020.0;15
12500;;;KELP;SEASHELLS;2023.0;1
12500;;;SQUID_INK;SEASHELLS;2015.0;1
12900;;;RAINFOREST_RESIN;SEASHELLS;9992.0;4
13000;;;DJEMBES;SEASHELLS;13455.0;5
13000;;;KELP;SEASHELLS;2025.0;1
13000;;;SQUID_INK;SEASHELLS;2018.0;1
13200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
13200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;4
13300;;;KELP;SEASHELLS;2026.0;2
13300;;;SQUID_INK;SEASHELLS;2016.0;2
13600;;;KELP;SEASHELLS;2023.0;1
13600;;;SQUID_INK;SEASHELLS;2010.0;1
13700;;;CROISSANTS;SEASHELLS;4305.0;8
13900;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
13900;;;SQUID_INK;SEASHELLS;2009.0;6
14000;;;DJEMBES;SEASHELLS;13455.0;1
14100;;;RAINFOREST_RESIN;SEASHELLS;10008.0;6
14200;;;KELP;SEASHELLS;2023.0;1
14200;;;RAINFOREST_RESIN;SEASHELLS;10002.0;5
14200;;;SQUID_INK;SEASHELLS;2008.0;1
14500;;;DJEMBES;SEASHELLS;13454.0;1
14600;;;JAMS;SEASHELLS;6669.0;6
14600;;;PICNIC_BASKET2;SEASHELLS;30635.0;2
14700;;;PICNIC_BASKET1;SEASHELLS;59307.0;6
14700;;;PICNIC_BASKET2;SEASHELLS;30630.0;6
14800;;;JAMS;SEASHELLS;6666.0;10
14800;;;RAINFOREST_RESIN;SEASHELLS;9998.0;3
15000;;;KELP;SEASHELLS;2024.0;2
15000;;;RAINFOREST_RESIN;SEASHELLS;9992.0;8
15000;;;SQUID_INK;SEASHELLS;2007.0;2
15200;;;KELP;SEASHELLS;2022.0;1
15200;;;SQUID_INK;SEASHELLS;2002.0;1
15500;;;DJEMBES;SEASHELLS;13453.0;4
15600;;;KELP;SEASHELLS;2025.0;2
15600;;;SQUID_INK;SEASHELLS;2003.0;2
15800;;;KELP;SEASHELLS;2025.0;1
15800;;;SQUID_INK;SEASHELLS;2000.0;1
15900;;;DJEMBES;SEASHELLS;13455.0;1
16200;;;DJEMBES;SEASHELLS;13455.0;3
16200;;;JAMS;SEASHELLS;6667.0;10
16200;;;KELP;SEASHELLS;2023.0;1
16200;;;KELP;SEASHELLS;2023.0;1
16200;;;SQUID_INK;SEASHELLS;2004.0;1
16200;;;SQUID_INK;SEASHELLS;2004.0;1
16300;;;JAMS;SEASHELLS;6669.0;8
16500;;;JAMS;SEASHELLS;6672.0;7
16600;;;KELP;SEASHELLS;2023.0;1
16600;;;RAINFOREST_RESIN;SEASHELLS;10008.0;2
16600;;;SQUID_INK;SEASHELLS;2003.0;1
16700;;;CROISSANTS;SEASHELLS;4307.0;8
16700;;;KELP;SEASHELLS;2025.0;1
16900;;;JAMS;SEASHELLS;6669.0;4
17100;;;PICNIC_BASKET1;SEASHELLS;59315.0;2
17100;;;PICNIC_BASKET2;SEASHELLS;30637.0;7
17200;;;JAMS;SEASHELLS;6670.0;5
17400;;;JAMS;SEASHELLS;6671.0;6
17500;;;RAINFOREST_RESIN;SEASHELLS;10008.0;1
17500;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
17700;;;CROISSANTS;SEASHELLS;4306.0;4
18000;;;DJEMBES;SEASHELLS;13458.0;3
18200;;;KELP;SEASHELLS;2024.0;4
18200;;;KELP;SEASHELLS;2024.0;1
18200;;;SQUID_INK;SEASHELLS;2003.0;4
18200;;;SQUID_INK;SEASHELLS;2003.0;1
18300;;;RAINFOREST_RESIN;SEASHELLS;10008.0;6
18500;;;KELP;SEASHELLS;2026.0;1
18500;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
18500;;;SQUID_INK;SEASHELLS;2005.0;1
18600;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
18700;;;CROISSANTS;SEASHELLS;4304.0;5
19000;;;KELP;SEASHELLS;2024.0;10
19000;;;SQUID_INK;SEASHELLS;2002.0;10
19100;;;CROISSANTS;SEASHELLS;4304.0;7
19200;;;JAMS;SEASHELLS;6669.0;6
19200;;;PICNIC_BASKET1;SEASHELLS;59285.0;1
19200;;;PICNIC_BASKET2;SEASHELLS;30613.0;1
19200;;;PICNIC_BASKET2;SEASHELLS;30612.0;7
19300;;;KELP;SEASHELLS;2024.0;1
19300;;;SQUID_INK;SEASHELLS;2001.0;1
19400;;;JAMS;SEASHELLS;6668.0;6
19500;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
19700;;;KELP;SEASHELLS;2024.0;1
19700;;;SQUID_INK;SEASHELLS;2001.0;1
19800;;;DJEMBES;SEASHELLS;13450.0;4
20100;;;RAINFOREST_RESIN;SEASHELLS;9997.0;1
20200;;;PICNIC_BASKET1;SEASHELLS;59287.0;1
20200;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
20300;;;KELP;SEASHELLS;2024.0;1
20300;;;SQUID_INK;SEASHELLS;1999.0;1
20400;;;JAMS;SEASHELLS;6665.0;9
20400;;;KELP;SEASHELLS;2025.0;4
20400;;;RAINFOREST_RESIN;SEASHELLS;9992.0;1
20400;;;SQUID_INK;SEASHELLS;1999.0;4
20500;;;CROISSANTS;SEASHELLS;4305.0;6
20600;;;CROISSANTS;SEASHELLS;4303.0;4
20700;;;CROISSANTS;SEASHELLS;4305.0;8
20700;;;JAMS;SEASHELLS;6666.0;4
20900;;;DJEMBES;SEASHELLS;13451.0;4
21100;;;RAINFOREST_RESIN;SEASHELLS;9992.0;8
21100;;;RAINFOREST_RESIN;SEASHELLS;10008.0;1
21200;;;JAMS;SEASHELLS;6663.0;8
21400;;;JAMS;SEASHELLS;6663.0;9
21500;;;JAMS;SEASHELLS;6663.0;8
21700;;;KELP;SEASHELLS;2027.0;8
21700;;;PICNIC_BASKET1;SEASHELLS;59286.0;2
21700;;;PICNIC_BASKET2;SEASHELLS;30587.0;2
21700;;;SQUID_INK;SEASHELLS;1999.0;8
22100;;;KELP;SEASHELLS;2024.0;1
22100;;;SQUID_INK;SEASHELLS;1996.0;1
22200;;;JAMS;SEASHELLS;6662.0;4
22500;;;KELP;SEASHELLS;2026.0;11
22500;;;SQUID_INK;SEASHELLS;1999.0;11
22600;;;RAINFOREST_RESIN;SEASHELLS;9992.0;5
22700;;;KELP;SEASHELLS;2023.0;1
22700;;;SQUID_INK;SEASHELLS;1995.0;1
22800;;;JAMS;SEASHELLS;6662.0;8
22800;;;KELP;SEASHELLS;2023.0;1
22800;;;PICNIC_BASKET2;SEASHELLS;30593.0;2
22800;;;SQUID_INK;SEASHELLS;1996.0;1
23200;;;KELP;SEASHELLS;2023.0;2
