timestamp;buyer;seller;symbol;currency;price;quantity
0;;;CROISSANTS;SEASHELLS;4322.0;8
0;;;DJEMBES;SEASHELLS;13494.0;3
0;;;RAINFOREST_RESIN;SEASHELLS;9992.0;8
200;;;RAINFOREST_RESIN;SEASHELLS;10008.0;2
300;;;KELP;SEASHELLS;2029.0;6
300;;;SQUID_INK;SEASHELLS;1965.0;6
500;;;JAMS;SEASHELLS;6631.0;10
500;;;KELP;SEASHELLS;2031.0;1
500;;;SQUID_INK;SEASHELLS;1970.0;1
1000;;;PICNIC_BASKET1;SEASHELLS;59243.0;2
1000;;;PICNIC_BASKET2;SEASHELLS;30509.0;7
1200;;;DJEMBES;SEASHELLS;13494.0;1
1300;;;CROISSANTS;SEASHELLS;4321.0;7
1300;;;KELP;SEASHELLS;2031.0;2
1300;;;SQUID_INK;SEASHELLS;1970.0;2
1300;;;SQUID_INK;SEASHELLS;1968.0;5
1400;;;DJEMBES;SEASHELLS;13493.0;3
1400;;;KELP;SEASHELLS;2029.0;1
1400;;;SQUID_INK;SEASHELLS;1969.0;1
1500;;;KELP;SEASHELLS;2032.0;1
1500;;;SQUID_INK;SEASHELLS;1971.0;1
2000;;;KELP;SEASHELLS;2030.0;7
2000;;;SQUID_INK;SEASHELLS;1972.0;7
2400;;;RAINFOREST_RESIN;SEASHELLS;10008.0;9
2400;;;SQUID_INK;SEASHELLS;1975.0;10
2600;;;DJEMBES;SEASHELLS;13489.0;5
2700;;;RAINFOREST_RESIN;SEASHELLS;9997.0;2
2800;;;JAMS;SEASHELLS;6633.0;10
2800;;;KELP;SEASHELLS;2033.0;1
3100;;;DJEMBES;SEASHELLS;13489.0;5
3100;;;KELP;SEASHELLS;2031.0;1
3100;;;SQUID_INK;SEASHELLS;1972.0;1
3200;;;JAMS;SEASHELLS;6633.0;5
3300;;;JAMS;SEASHELLS;6633.0;8
3400;;;RAINFOREST_RESIN;SEASHELLS;9992.0;6
3500;;;CROISSANTS;SEASHELLS;4320.0;8
3500;;;JAMS;SEASHELLS;6632.0;7
3500;;;PICNIC_BASKET1;SEASHELLS;59233.0;2
3500;;;PICNIC_BASKET2;SEASHELLS;30498.0;2
3700;;;DJEMBES;SEASHELLS;13488.0;4
3700;;;KELP;SEASHELLS;2033.0;1
3700;;;SQUID_INK;SEASHELLS;1973.0;1
3700;;;SQUID_INK;SEASHELLS;1972.0;4
3800;;;KELP;SEASHELLS;2030.0;11
3800;;;PICNIC_BASKET1;SEASHELLS;59232.0;1
3800;;;PICNIC_BASKET2;SEASHELLS;30498.0;1
3800;;;SQUID_INK;SEASHELLS;1971.0;11
4000;;;RAINFOREST_RESIN;SEASHELLS;10003.0;9
4200;;;KELP;SEASHELLS;2030.0;3
4200;;;KELP;SEASHELLS;2030.0;2
4200;;;SQUID_INK;SEASHELLS;1971.0;3
4200;;;SQUID_INK;SEASHELLS;1971.0;2
4300;;;KELP;SEASHELLS;2030.0;1
4300;;;RAINFOREST_RESIN;SEASHELLS;9992.0;1
4300;;;RAINFOREST_RESIN;SEASHELLS;9998.0;3
4300;;;SQUID_INK;SEASHELLS;1970.0;1
4400;;;JAMS;SEASHELLS;6633.0;9
4400;;;KELP;SEASHELLS;2030.0;1
4400;;;SQUID_INK;SEASHELLS;1971.0;1
4600;;;JAMS;SEASHELLS;6634.0;7
4600;;;PICNIC_BASKET2;SEASHELLS;30503.0;2
4700;;;CROISSANTS;SEASHELLS;4319.0;5
4800;;;KELP;SEASHELLS;2031.0;1
4800;;;SQUID_INK;SEASHELLS;1973.0;1
5400;;;KELP;SEASHELLS;2030.0;6
5400;;;SQUID_INK;SEASHELLS;1973.0;6
5800;;;CROISSANTS;SEASHELLS;4320.0;10
5800;;;CROISSANTS;SEASHELLS;4320.0;6
5800;;;JAMS;SEASHELLS;6635.0;4
6100;;;RAINFOREST_RESIN;SEASHELLS;9992.0;8
6200;;;DJEMBES;SEASHELLS;13490.0;3
6300;;;KELP;SEASHELLS;2029.0;1
6300;;;SQUID_INK;SEASHELLS;1973.0;1
6800;;;JAMS;SEASHELLS;6633.0;7
6800;;;KELP;SEASHELLS;2029.0;2
6800;;;SQUID_INK;SEASHELLS;1975.0;1
6800;;;SQUID_INK;SEASHELLS;1975.0;1
6900;;;KELP;SEASHELLS;2032.0;1
6900;;;SQUID_INK;SEASHELLS;1975.0;1
7200;;;JAMS;SEASHELLS;6632.0;4
7200;;;KELP;SEASHELLS;2033.0;1
7200;;;RAINFOREST_RESIN;SEASHELLS;10008.0;7
7200;;;SQUID_INK;SEASHELLS;1979.0;1
7300;;;KELP;SEASHELLS;2030.0;15
7300;;;SQUID_INK;SEASHELLS;1975.0;15
7700;;;DJEMBES;SEASHELLS;13493.0;1
7700;;;KELP;SEASHELLS;2032.0;1
7700;;;KELP;SEASHELLS;2032.0;1
7700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
7700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;2
7700;;;SQUID_INK;SEASHELLS;1976.0;1
7700;;;SQUID_INK;SEASHELLS;1976.0;1
7800;;;DJEMBES;SEASHELLS;13492.0;1
7800;;;KELP;SEASHELLS;2032.0;1
7800;;;SQUID_INK;SEASHELLS;1976.0;1
7900;;;KELP;SEASHELLS;2032.0;1
7900;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
7900;;;SQUID_INK;SEASHELLS;1974.0;1
8000;;;CROISSANTS;SEASHELLS;4320.0;5
8100;;;KELP;SEASHELLS;2033.0;14
8100;;;SQUID_INK;SEASHELLS;1976.0;14
8300;;;KELP;SEASHELLS;2033.0;11
8300;;;SQUID_INK;SEASHELLS;1980.0;11
8600;;;JAMS;SEASHELLS;6634.0;4
8600;;;PICNIC_BASKET1;SEASHELLS;59228.0;1
8600;;;PICNIC_BASKET1;SEASHELLS;59228.0;7
9000;;;DJEMBES;SEASHELLS;13492.0;5
9200;;;RAINFOREST_RESIN;SEASHELLS;10002.0;3
9300;;;DJEMBES;SEASHELLS;13496.0;4
9300;;;KELP;SEASHELLS;2032.0;4
9300;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
9400;;;DJEMBES;SEASHELLS;13495.0;2
9500;;;PICNIC_BASKET1;SEASHELLS;59212.0;1
9500;;;PICNIC_BASKET2;SEASHELLS;30514.0;7
9600;;;KELP;SEASHELLS;2032.0;1
9600;;;KELP;SEASHELLS;2032.0;1
9600;;;KELP;SEASHELLS;2030.0;6
9600;;;SQUID_INK;SEASHELLS;1983.0;1
9600;;;SQUID_INK;SEASHELLS;1983.0;1
9700;;;DJEMBES;SEASHELLS;13495.0;5
9700;;;JAMS;SEASHELLS;6633.0;5
9700;;;RAINFOREST_RESIN;SEASHELLS;10008.0;5
9800;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
10000;;;CROISSANTS;SEASHELLS;4319.0;9
10100;;;KELP;SEASHELLS;2032.0;4
10300;;;KELP;SEASHELLS;2033.0;2
10300;;;SQUID_INK;SEASHELLS;1985.0;2
10700;;;KELP;SEASHELLS;2029.0;6
10700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;5
10700;;;SQUID_INK;SEASHELLS;1981.0;6
10800;;;CROISSANTS;SEASHELLS;4320.0;5
10800;;;KELP;SEASHELLS;2029.0;1
10800;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
10800;;;SQUID_INK;SEASHELLS;1981.0;1
10900;;;RAINFOREST_RESIN;SEASHELLS;10008.0;2
11300;;;KELP;SEASHELLS;2033.0;6
11300;;;RAINFOREST_RESIN;SEASHELLS;9992.0;7
11300;;;SQUID_INK;SEASHELLS;1983.0;6
11400;;;RAINFOREST_RESIN;SEASHELLS;9992.0;2
11600;;;JAMS;SEASHELLS;6634.0;9
11700;;;DJEMBES;SEASHELLS;13497.0;2
11900;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
12100;;;KELP;SEASHELLS;2030.0;2
12100;;;SQUID_INK;SEASHELLS;1979.0;15
12200;;;JAMS;SEASHELLS;6632.0;5
12600;;;CROISSANTS;SEASHELLS;4320.0;5
12700;;;CROISSANTS;SEASHELLS;4320.0;6
12700;;;DJEMBES;SEASHELLS;13498.0;4
13000;;;PICNIC_BASKET1;SEASHELLS;59244.0;9
13000;;;PICNIC_BASKET2;SEASHELLS;30522.0;9
13100;;;CROISSANTS;SEASHELLS;4320.0;10
13300;;;KELP;SEASHELLS;2032.0;1
13300;;;SQUID_INK;SEASHELLS;1974.0;1
13600;;;CROISSANTS;SEASHELLS;4321.0;10
13600;;;SQUID_INK;SEASHELLS;1976.0;5
13700;;;CROISSANTS;SEASHELLS;4321.0;7
13800;;;CROISSANTS;SEASHELLS;4321.0;7
13900;;;DJEMBES;SEASHELLS;13494.0;4
13900;;;PICNIC_BASKET1;SEASHELLS;59231.0;9
13900;;;PICNIC_BASKET2;SEASHELLS;30514.0;9
14000;;;KELP;SEASHELLS;2033.0;1
14000;;;SQUID_INK;SEASHELLS;1976.0;1
14200;;;JAMS;SEASHELLS;6633.0;9
14300;;;KELP;SEASHELLS;2031.0;1
14300;;;PICNIC_BASKET1;SEASHELLS;59247.0;2
14300;;;PICNIC_BASKET1;SEASHELLS;59247.0;3
14300;;;PICNIC_BASKET2;SEASHELLS;30515.0;2
14300;;;PICNIC_BASKET2;SEASHELLS;30515.0;3
14300;;;SQUID_INK;SEASHELLS;1974.0;1
14400;;;DJEMBES;SEASHELLS;13493.0;3
14400;;;JAMS;SEASHELLS;6633.0;7
14500;;;KELP;SEASHELLS;2030.0;1
14500;;;KELP;SEASHELLS;2031.0;2
14500;;;SQUID_INK;SEASHELLS;1976.0;1
14500;;;SQUID_INK;SEASHELLS;1977.0;2
14600;;;DJEMBES;SEASHELLS;13494.0;1
14800;;;KELP;SEASHELLS;2030.0;1
14800;;;SQUID_INK;SEASHELLS;1977.0;1
14900;;;RAINFOREST_RESIN;SEASHELLS;10000.0;3
15000;;;JAMS;SEASHELLS;6631.0;5
15000;;;JAMS;SEASHELLS;6633.0;6
15000;;;KELP;SEASHELLS;2030.0;1
15000;;;SQUID_INK;SEASHELLS;1977.0;1
15100;;;KELP;SEASHELLS;2033.0;1
15200;;;KELP;SEASHELLS;2031.0;7
15200;;;KELP;SEASHELLS;2031.0;1
15200;;;SQUID_INK;SEASHELLS;1977.0;7
15300;;;JAMS;SEASHELLS;6631.0;10
15400;;;KELP;SEASHELLS;2033.0;1
15400;;;SQUID_INK;SEASHELLS;1974.0;1
15500;;;CROISSANTS;SEASHELLS;4321.0;8
15500;;;KELP;SEASHELLS;2032.0;1
15500;;;KELP;SEASHELLS;2030.0;4
15500;;;SQUID_INK;SEASHELLS;1975.0;1
15500;;;SQUID_INK;SEASHELLS;1972.0;4
15600;;;DJEMBES;SEASHELLS;13491.0;6
15700;;;CROISSANTS;SEASHELLS;4322.0;7
15700;;;JAMS;SEASHELLS;6631.0;7
15800;;;JAMS;SEASHELLS;6631.0;5
15800;;;KELP;SEASHELLS;2030.0;11
15800;;;SQUID_INK;SEASHELLS;1973.0;2
15800;;;SQUID_INK;SEASHELLS;1973.0;9
15900;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
16200;;;KELP;SEASHELLS;2032.0;1
16200;;;KELP;SEASHELLS;2032.0;3
16200;;;SQUID_INK;SEASHELLS;1970.0;1
16200;;;SQUID_INK;SEASHELLS;1970.0;3
16400;;;JAMS;SEASHELLS;6632.0;9
16400;;;KELP;SEASHELLS;2030.0;4
16700;;;CROISSANTS;SEASHELLS;4320.0;7
16700;;;KELP;SEASHELLS;2030.0;1
16700;;;RAINFOREST_RESIN;SEASHELLS;9992.0;1
16700;;;SQUID_INK;SEASHELLS;1966.0;1
16800;;;KELP;SEASHELLS;2033.0;2
16800;;;SQUID_INK;SEASHELLS;1968.0;2
16900;;;PICNIC_BASKET1;SEASHELLS;59218.0;7
16900;;;PICNIC_BASKET2;SEASHELLS;30500.0;7
17100;;;CROISSANTS;SEASHELLS;4321.0;6
17100;;;KELP;SEASHELLS;2030.0;1
17100;;;SQUID_INK;SEASHELLS;1964.0;1
17300;;;PICNIC_BASKET1;SEASHELLS;59221.0;3
17300;;;PICNIC_BASKET2;SEASHELLS;30501.0;3
17400;;;DJEMBES;SEASHELLS;13493.0;3
17500;;;JAMS;SEASHELLS;6633.0;6
17600;;;PICNIC_BASKET1;SEASHELLS;59221.0;6
17600;;;PICNIC_BASKET2;SEASHELLS;30502.0;6
17800;;;RAINFOREST_RESIN;SEASHELLS;10003.0;8
17800;;;RAINFOREST_RESIN;SEASHELLS;9992.0;2
18000;;;DJEMBES;SEASHELLS;13492.0;3
18000;;;SQUID_INK;SEASHELLS;1965.0;5
18200;;;KELP;SEASHELLS;2033.0;7
18200;;;SQUID_INK;SEASHELLS;1968.0;1
18300;;;CROISSANTS;SEASHELLS;4322.0;5
18400;;;DJEMBES;SEASHELLS;13494.0;1
18700;;;KELP;SEASHELLS;2031.0;5
18700;;;KELP;SEASHELLS;2031.0;3
